,Brand,Model,Price,Moteur,Energie,Architecture,Cylindrée,Puissance fiscale,Puissance maxi.,Couple maxi.,Boîte à vitesse,Palettes au volant,Conso. ville,Conso. route,Conso. mixte,Emission CO2,Vitesse maxi.,Accélération 0-100 km/h,Catégorie,Carrosserie,Nombre de places,Poids à vide,Longueur,Largeur,Hauteur,Empattement,Volume du réservoir,Volume de coffre,Airbags,ABS,ESP,Antipatinage,Aide au freinage d'urgence,Antidémarrage électronique,Aide au démarrage en côte,Sélecteur de mode de conduite,Détection de fatigue,Système d'alerte de franchissement de ligne,Détecteur d'angle mort,Détecteur de sous-gonflage,Fermeture de portes en roulant,Système d'alarme,Phares antibrouillard,Préparation ISOFIX,Climatisation,Système audio,Ordinateur de bord,Start & Stop,Régulateur de vitesse,Régulateur de vitesse adaptatif,Détecteur de pluie,Allumage auto. des feux,Frein à main électrique,Ecran tactile,Instrumentation de bord digitale,Reconnaissance de panneaux,Affichage Tête-Haute,Aide au stationnement,Caméra de recul,Park Assist Auto.,Commandes au volant,Volant réglable,Vitres électriques,Rétroviseurs électriques,Rétroviseurs rabattables électriquement,Coffre électrique,Démarrage mains libres,Sièges électriques,Sièges électriques avec fonction mémoire,Banquette arrière rabattable 1/3-2/3,Système de navigation GPS,Connexion Internet,Bluetooth,Follow-me home,Jantes aluminium,Volant cuir,Feux de jour,Phares à LED,Vitres sur-teintées,Sellerie,Toit,Barres de toit
274,FIAT,Tipo Hatchback,259.000 DH * promo,1.6 Multijet 120 DCT,Diesel,4 cylindres,1.598 cm³,6 cv,120 ch,320 Nm,Automatique 6 rapports,,"4,4 l/100 km","3,4 l/100 km","3,8 l/100 km",99 g/km,200 km/h,"8,8 sec.",Compacte,Compacte bicorps,5,1.290 kg,437 cm,179 cm,151 cm,264 cm,50 litre,440 litre,8,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,oui,auto.,Radio USB,oui,oui,oui,non,oui,oui,non,oui,non,non,non,Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,17 pouces,oui,oui,oui,non,Tissu,Rigide,non
275,FIAT,500X,268.500 DH * promo,1.6 Multijet II 120,Diesel,4 cylindres,1.598 cm³,6 cv,120 ch,320 Nm,Automatique 6 rapports à double embrayage,,"5,0 l/100 km","4,5 l/100 km","4,7 l/100 km",122 g/km,186 km/h,"10,7 sec.",4x4 / SUV / Crossover,SUV urbain,5,1.320 kg,427 cm,180 cm,160 cm,257 cm,48 litre,350 litre,6,oui,oui,oui,oui,oui,oui,non,non,oui,non,oui,oui,oui,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,Conducteur et Passager,non,oui,non,non,oui,oui,18 pouces,oui,oui,oui,oui,Cuir / Tissu,Rigide,oui
276,FORD,Fiesta,170.000 DH * promo,1.1 l 85,Essence,3 cylindres,1.100 cm³,6 cv,85 ch,110 Nm,Manuelle 5 rapports,,"6,1 l/100 km","3,9 l/100 km","4,7 l/100 km",107 g/km,170 km/h,"14,0 sec.",Citadine,Citadine bicorps,5,1.130 kg,404 cm,174 cm,148 cm,249 cm,42 litre,292 litre,4,oui,non,oui,oui,oui,oui,non,non,non,non,non,oui,non,non,non,manuelle,"Radio, USB",oui,non,non,non,non,non,non,oui,non,non,non,non,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,non,non,oui,non,non,non,oui,non,oui,oui,non,non,oui,non,non,Tissu,Rigide,non
277,FORD,Focus,265.000 DH * promo,Diesel 1.5 EcoBlue120,Diesel,4 cylindres,1.499 cm³,6 cv,120 ch,300 Nm,Manuelle 6 rapports,,"5,0 l/100 km","3,9 l/100 km","4,2 l/100 km",99 g/km,193 km/h,"10,5 sec.",Compacte,Compacte bicorps,5,1.343 kg,437 cm,180 cm,147 cm,270 cm,47 litre,375 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto.,"Radio, USB",oui,oui,oui,non,non,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,non,non,oui,non,non,oui,oui,non,oui,oui,non,non,Tissu,Rigide,non
278,FORD,Focus,285.000 DH * promo,Diesel 1.5 EcoBlue120,Diesel,4 cylindres,1.499 cm³,6 cv,120 ch,300 Nm,Manuelle 6 rapports,,"5,0 l/100 km","3,9 l/100 km","4,2 l/100 km",99 g/km,193 km/h,"10,5 sec.",Compacte,Compacte bicorps,5,1.343 kg,437 cm,180 cm,147 cm,270 cm,47 litre,375 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,non,non,oui,oui,16 pouces,oui,oui,non,non,Tissu,Rigide,non
279,FORD,Focus,285.000 DH * promo,Diesel 1.5 EcoBlue120 BVA,Diesel,4 cylindres,1.499 cm³,6 cv,120 ch,300 Nm,Automatique 8 rapports,,"5,2 l/100 km","4,2 l/100 km","4,6 l/100 km",105 g/km,193 km/h,"10,5 sec.",Compacte,Compacte bicorps,5,1.343 kg,437 cm,180 cm,147 cm,270 cm,47 litre,375 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto.,"Radio, USB",oui,oui,oui,non,non,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,non,non,oui,non,non,oui,oui,non,oui,oui,non,non,Tissu,Rigide,non
280,FORD,Focus,305.000 DH * promo,Diesel 1.5 EcoBlue120 BVA,Diesel,4 cylindres,1.499 cm³,6 cv,120 ch,300 Nm,Automatique 8 rapports,,"5,2 l/100 km","4,2 l/100 km","4,6 l/100 km",105 g/km,193 km/h,"10,5 sec.",Compacte,Compacte bicorps,5,1.343 kg,437 cm,180 cm,147 cm,270 cm,47 litre,375 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,non,non,oui,oui,16 pouces,oui,oui,non,non,Tissu,Rigide,non
281,FORD,Focus,335.000 DH * promo,Diesel 1.5 EcoBlue120 BVA,Diesel,4 cylindres,1.499 cm³,6 cv,120 ch,300 Nm,Automatique 8 rapports,,"5,2 l/100 km","4,2 l/100 km","4,6 l/100 km",105 g/km,193 km/h,"10,5 sec.",Compacte,Compacte bicorps,5,1.343 kg,437 cm,180 cm,147 cm,270 cm,47 litre,375 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,oui,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,non,non,oui,oui,17 pouces,oui,oui,oui,oui,Tissu,Panoramique ouvrant,non
282,FORD,Focus,335.000 DH * promo,Diesel 1.5 EcoBlue120 BVA,Diesel,4 cylindres,1.499 cm³,6 cv,120 ch,300 Nm,Automatique 8 rapports,oui,"5,2 l/100 km","4,2 l/100 km","4,6 l/100 km",105 g/km,193 km/h,"10,5 sec.",Compacte,Compacte bicorps,5,1.343 kg,437 cm,180 cm,147 cm,270 cm,47 litre,375 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,oui,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,non,non,oui,oui,17 pouces,oui,oui,oui,oui,Tissu,Panoramique ouvrant,non
283,FORD,Fusion,345.000 DH * promo,2.0 TDCi EcoBlue 150,Diesel,4 cylindres,1.997 cm³,8 cv,150 ch,370 Nm,Automatique 8 rapports à double embrayage,,"5,4 l/100 km","4,3 l/100 km","4,8 l/100 km",112 g/km,215 km/h,"9,3 sec.",Routière,Berline tricorps,5,1.485 kg,487 cm,191 cm,148 cm,285 cm,62 litre,489 litre,7,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,oui,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,oui,non,oui,oui,17 pouces,oui,oui,non,oui,Tissu,Rigide,non
284,FORD,Fusion,365.000 DH * promo,2.0 Hybride 140 + 47,Hybride,4 cylindres,1.998 cm³,11 cv,187 ch,173 Nm,Automatique 6 rapports à double embrayage,,- l/100 km,- l/100 km,"5,6 l/100 km",127 g/km,187 km/h,- sec.,Routière,Berline tricorps,5,1.485 kg,487 cm,191 cm,148 cm,285 cm,62 litre,489 litre,7,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,oui,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,oui,non,oui,oui,17 pouces,oui,oui,non,oui,Tissu,Rigide,non
285,FORD,Fusion,410.000 DH * promo,2.0 TDCi EcoBlue 180 BVA,Diesel,4 cylindres,1.997 cm³,8 cv,180 ch,400 Nm,Automatique 8 rapports à double embrayage,oui,"6,9 l/100 km","4,7 l/100 km","5,8 l/100 km",128 g/km,218 km/h,"8,8 sec.",Routière,Berline tricorps,5,1.485 kg,487 cm,191 cm,148 cm,285 cm,62 litre,489 litre,7,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,18 pouces,oui,oui,oui,oui,Cuir,Rigide,non
286,FORD,Fusion,430.000 DH * promo,2.0 Hybride 140 + 47,Hybride,4 cylindres,1.998 cm³,11 cv,187 ch,173 Nm,Automatique 6 rapports à double embrayage,oui,- l/100 km,- l/100 km,"5,6 l/100 km",127 g/km,187 km/h,- sec.,Routière,Berline tricorps,5,1.485 kg,487 cm,191 cm,148 cm,285 cm,62 litre,489 litre,7,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,18 pouces,oui,oui,oui,oui,Cuir,Rigide,non
287,FORD,Kuga,330.000 DH * promo,1.5 EcoBlue 120 Euro6,Diesel,4 cylindres,1.499 cm³,6 cv,120 ch,300 Nm,Manuelle 6 rapports,,"5,0 l/100 km","4,1 l/100 km","4,4 l/100 km",111 g/km,177 km/h,"11,7 sec.",4x4 / SUV / Crossover,SUV compact,5,1.506 kg,463 cm,200 cm,168 cm,269 cm,54 litre,612 litre,7,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,oui,oui,manuelle,"Radio, USB",oui,oui,oui,non,non,oui,oui,oui,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,non,non,oui,non,non,oui,oui,17 pouces,oui,oui,non,oui,Tissu,Rigide,oui
288,FORD,Kuga,355.000 DH * promo,1.5 EcoBlue 120 BVA Euro6,Diesel,4 cylindres,1.499 cm³,6 cv,120 ch,300 Nm,Automatique 8 rapports à double embrayage,,"5,6 l/100 km","4,7 l/100 km","5,2 l/100 km",145 g/km,177 km/h,"12,0 sec.",4x4 / SUV / Crossover,SUV compact,5,1.506 kg,463 cm,200 cm,168 cm,269 cm,54 litre,612 litre,7,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,oui,oui,manuelle,"Radio, USB",oui,oui,oui,non,non,oui,oui,oui,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,non,non,oui,non,non,oui,oui,17 pouces,oui,oui,non,oui,Tissu,Rigide,oui
289,FORD,Kuga,365.000 DH * promo,1.5 EcoBlue 120 BVA Euro6,Diesel,4 cylindres,1.499 cm³,6 cv,120 ch,300 Nm,Automatique 8 rapports à double embrayage,,"5,6 l/100 km","4,7 l/100 km","5,2 l/100 km",145 g/km,177 km/h,"12,0 sec.",4x4 / SUV / Crossover,SUV compact,5,1.506 kg,463 cm,200 cm,168 cm,269 cm,54 litre,612 litre,7,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,oui,non,oui,oui,18 pouces,oui,oui,non,oui,Tissu,Rigide,oui
290,FORD,Kuga,395.000 DH * promo,1.5 EcoBlue 120 BVA Euro6,Diesel,4 cylindres,1.499 cm³,6 cv,120 ch,300 Nm,Automatique 8 rapports à double embrayage,,"5,6 l/100 km","4,7 l/100 km","5,2 l/100 km",145 g/km,177 km/h,"12,0 sec.",4x4 / SUV / Crossover,SUV compact,5,1.506 kg,463 cm,200 cm,168 cm,269 cm,54 litre,612 litre,7,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,Conducteur,non,oui,oui,non,oui,oui,18 pouces,oui,oui,non,oui,Cuir,Panoramique ouvrant,oui
291,FORD,Kuga,450.000 DH * promo,1.5 EcoBlue 190 BVA Euro6 4WD,Diesel,4 cylindres,1.995 cm³,8 cv,190 ch,400 Nm,Automatique 8 rapports à double embrayage,,"5,7 l/100 km","4,4 l/100 km","4,9 l/100 km",159 g/km,208 km/h,"8,7 sec.",4x4 / SUV / Crossover,SUV compact,5,1.506 kg,463 cm,200 cm,168 cm,269 cm,54 litre,612 litre,7,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,oui,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,Conducteur,non,oui,oui,non,oui,oui,19 pouces,oui,oui,non,oui,Cuir / Alcantra,Panoramique ouvrant,oui
292,FORD,Explorer,850.000 DH * promo,3.0 V6 EcoBoost 357,Hybride,6 cylindres en V,2.956 cm³,13 cv,457 ch,825 Nm,Automatique 10 rapports,oui,- l/100 km,- l/100 km,"3,1 l/100 km",66 g/km,230 km/h,"6,0 sec.",4x4 / SUV / Crossover,SUV Familial,7,2.466 kg,506 cm,211 cm,178 cm,3025 cm,68 litre,635 litre,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,oui
293,FORD,Mustang,625.000 DH * promo,2.3 l 314,Essence,4 cylindres,2.300 cm³,13 cv,314 ch,432 Nm,Automatique 6 rapports à double embrayage,oui,"14,1 l/100 km","10,0 l/100 km","7,7 l/100 km",229 g/km,233 km/h,"7,2 sec.",Coupé / Sportive,Coupé,4,1.653 kg,478 cm,196 cm,138 cm,272 cm,59 litre,408 litre,8,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,non,oui,oui,oui,non,oui,oui,non,oui,non,non,non,non,oui,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,oui,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Cuir,Rigide,non
294,FORD,Mustang,699.000 DH * promo,2.3 l 314,Essence,4 cylindres,2.300 cm³,13 cv,314 ch,432 Nm,Automatique 6 rapports à double embrayage,oui,"14,1 l/100 km","10,0 l/100 km","7,7 l/100 km",229 g/km,233 km/h,"7,2 sec.",Coupé / Sportive,Coupé,4,1.653 kg,478 cm,196 cm,138 cm,272 cm,59 litre,408 litre,8,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,non,oui,oui,oui,non,oui,oui,non,oui,non,non,non,non,oui,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,oui,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Cuir,Ouvrant,non
295,FORD,Mustang,789.000 DH * promo,5.0 V8 EcoBoost 421,Essence,8 cylindres en V,4.951 cm³,17 cv,421 ch,530 Nm,Automatique Séquentielle à 6 rapports,oui,"18,6 l/100 km","12,0 l/100 km","8,2 l/100 km",281 g/km,250 km/h,- sec.,Coupé / Sportive,Coupé,4,1.653 kg,478 cm,196 cm,138 cm,272 cm,59 litre,408 litre,8,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,non,oui,oui,oui,non,oui,oui,oui,oui,non,non,non,non,oui,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,oui,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Cuir,Rigide,non
296,HONDA,Jazz,159.900 DH * promo,1.3 i-VTEC 102,Essence,4 cylindres,1.318 cm³,8 cv,102 ch,123 Nm,Manuelle 6 rapports,,"5,3 l/100 km","4,1 l/100 km","4,6 l/100 km",106 g/km,190 km/h,"11,2 sec.",Citadine,Citadine bicorps,5,1.300 kg,404 cm,169 cm,152 cm,251 cm,40 litre,304 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,non,oui,manuelle,"Radio CD, MP3, USB",oui,oui,oui,non,non,non,non,non,non,non,non,non,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,non,non,non,non,oui,non,non,Tissu,Rigide,non
297,HONDA,Jazz,179.900 DH * promo,1.3 i-VTEC 102 CVT,Essence,4 cylindres,1.318 cm³,8 cv,102 ch,123 Nm,Automatique 7 rapports,,"5,4 l/100 km","4,4 l/100 km","4,8 l/100 km",111 g/km,182 km/h,"12,1 sec.",Citadine,Citadine bicorps,5,1.300 kg,404 cm,169 cm,152 cm,251 cm,40 litre,304 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,non,oui,manuelle,"Radio CD, MP3, USB",oui,oui,oui,non,non,non,non,non,non,non,non,non,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,non,non,non,non,oui,non,non,Tissu,Rigide,non
298,HONDA,Jazz,199.900 DH *   * Prix public,1.5 i-MMD 109 Hybride,Hybride,4 cylindres,1.498 cm³,9 cv,109 ch,131 Nm,Automatique -,,"4,5 l/100 km","3,5 l/100 km","3,8 l/100 km",102 g/km,175 km/h,"9,4 sec.",Citadine,Citadine bicorps,5,1.300 kg,404 cm,169 cm,152 cm,251 cm,40 litre,304 litre,8,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui,non,non,oui,auto.,"Radio, USB",oui,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,non,non,oui,oui,non,non,oui,oui,non,Tissu,Rigide,non
299,HONDA,HR-V,219.900 DH *   * Prix public,1.5 i-VTEC 128 AT,Essence,4 cylindres,1.498 cm³,9 cv,128 ch,150 Nm,Automatique 7 rapports à variation continue,oui,"6,3 l/100 km","4,7 l/100 km","5,3 l/100 km",121 g/km,187 km/h,"11,2 sec.",4x4 / SUV / Crossover,SUV urbain,5,1.249 kg,433 cm,177 cm,161 cm,261 cm,50 litre,470 litre,6,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,non,oui,auto.,"Radio, USB",oui,non,oui,non,oui,oui,oui,oui,non,non,non,non,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,non,non,non,oui,non,non,oui,oui,16 pouces,non,oui,non,non,Tissu,Rigide,non
300,HONDA,HR-V,243.900 DH *   * Prix public,1.5 i-VTEC 128 AT,Essence,4 cylindres,1.498 cm³,9 cv,128 ch,150 Nm,Automatique 7 rapports à variation continue,oui,"6,3 l/100 km","4,7 l/100 km","5,3 l/100 km",121 g/km,187 km/h,"11,2 sec.",4x4 / SUV / Crossover,SUV urbain,5,1.249 kg,433 cm,177 cm,161 cm,261 cm,50 litre,470 litre,6,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, USB",oui,non,oui,non,oui,oui,oui,oui,non,oui,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,non,non,non,oui,non,non,oui,oui,16 pouces,oui,oui,non,oui,Tissu,Rigide,non
301,HONDA,HR-V,279.900 DH *   * Prix public,1.5 i-VTEC 128 AT,Essence,4 cylindres,1.498 cm³,9 cv,128 ch,150 Nm,Automatique 7 rapports à variation continue,oui,"6,3 l/100 km","4,7 l/100 km","5,3 l/100 km",121 g/km,187 km/h,"11,2 sec.",4x4 / SUV / Crossover,SUV urbain,5,1.249 kg,433 cm,177 cm,161 cm,261 cm,50 litre,470 litre,6,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, USB",oui,non,oui,non,oui,oui,oui,oui,non,oui,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,non,non,oui,oui,17 pouces,oui,oui,oui,oui,Cuir / Tissu,Panoramique,non
302,HONDA,Civic Berline,259.900 DH * promo,2.0 i-VTEC 158 CVT,Essence,4 cylindres,1.996 cm³,11 cv,158 ch,187 Nm,Automatique 7 rapports,,"7,8 l/100 km","5,8 l/100 km","6,9 l/100 km",- g/km,190 km/h,"9,8 sec.",Familiale,Compacte tricorps,5,1.273 kg,465 cm,180 cm,143 cm,270 cm,47 litre,520 litre,2,oui,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,non,non,oui,auto.,"Radio, USB",oui,oui,oui,non,non,non,oui,non,non,non,non,non,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,non,non,oui,non,non,oui,non,16 pouces,non,oui,non,non,Tissu,Rigide,non
303,HONDA,Civic Berline,289.900 DH * promo,2.0 i-VTEC 158 CVT,Essence,4 cylindres,1.996 cm³,11 cv,158 ch,187 Nm,Automatique 7 rapports,,"7,8 l/100 km","5,8 l/100 km","6,9 l/100 km",- g/km,190 km/h,"9,8 sec.",Familiale,Compacte tricorps,5,1.273 kg,465 cm,180 cm,143 cm,270 cm,47 litre,520 litre,6,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,non,non,oui,oui,17 pouces,oui,oui,oui,oui,Cuir,Ouvrant,non
304,HONDA,CR-V,399.900 DH *   * Prix public,2.0 i-MMD 184 Hybride E-CVT,Hybride,4 cylindres,1.993 cm³,11 cv,184 ch,175 Nm,Automatique 7 rapports à variation continue,,"5,0 l/100 km","5,4 l/100 km","5,3 l/100 km",119 g/km,180 km/h,"8,8 sec.",4x4 / SUV / Crossover,SUV,5,1.614 kg,460 cm,186 cm,168 cm,266 cm,57 litre,497 litre,8,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,non,oui,non,non,non,Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,non,Conducteur,non,oui,non,non,oui,oui,17 pouces,oui,oui,non,non,Tissu,Rigide,non
305,HYUNDAI,i10,122.000 DH *   * Prix public,1.0 MPI 67 BVM5,Essence,3 cylindres,999 cm³,6 cv,67 ch,96 Nm,Manuelle 5 rapports,,- l/100 km,- l/100 km,"4,8 l/100 km",109 g/km,156 km/h,"16,6 sec.",Micro citadine,Micro citadine,4,999 kg,367 cm,168 cm,148 cm,243 cm,36 litre,252 litre,2,oui,oui,non,oui,oui,non,non,non,non,non,non,oui,non,non,oui,manuelle,Radio,oui,non,non,non,non,non,non,non,non,non,non,Arrière,non,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,non,non,non,non,oui,Tissu,Rigide,non
306,HYUNDAI,i10,132.000 DH *   * Prix public,1.0 MPI 67 BVA5,Essence,3 cylindres,999 cm³,6 cv,67 ch,96 Nm,Automatique 5 rapports,,- l/100 km,- l/100 km,"5,3 l/100 km",120 g/km,156 km/h,"17,3 sec.",Micro citadine,Micro citadine,4,999 kg,367 cm,168 cm,148 cm,243 cm,36 litre,252 litre,2,oui,oui,non,oui,oui,non,non,non,non,non,non,oui,non,non,oui,manuelle,Radio,oui,non,non,non,non,non,non,non,non,non,non,Arrière,non,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,non,non,non,non,oui,Tissu,Rigide,non
307,HYUNDAI,i10,132.000 DH *   * Prix public,1.0 MPI 67 BVM5,Essence,3 cylindres,999 cm³,6 cv,67 ch,96 Nm,Manuelle 5 rapports,,- l/100 km,- l/100 km,"4,8 l/100 km",109 g/km,156 km/h,"16,6 sec.",Micro citadine,Micro citadine,4,999 kg,367 cm,168 cm,148 cm,243 cm,36 litre,252 litre,2,oui,oui,non,oui,oui,non,non,non,non,non,non,oui,non,oui,oui,manuelle,Radio,oui,non,non,non,non,non,non,oui,non,non,non,Arrière,oui,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,15 pouces,non,oui,oui,oui,Tissu,Rigide,non
308,HYUNDAI,i10,143.000 DH *   * Prix public,1.0 MPI 67 BVA5,Essence,3 cylindres,999 cm³,6 cv,67 ch,96 Nm,Automatique 5 rapports,,- l/100 km,- l/100 km,"5,3 l/100 km",120 g/km,156 km/h,"17,3 sec.",Micro citadine,Micro citadine,4,999 kg,367 cm,168 cm,148 cm,243 cm,36 litre,252 litre,2,oui,oui,non,oui,oui,non,non,non,non,non,non,oui,non,oui,oui,manuelle,Radio,oui,non,non,non,non,non,non,oui,non,non,non,Arrière,oui,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,15 pouces,non,oui,oui,oui,Tissu,Rigide,non
